,question,answer1,answer2,label,sas,f1,bertvanilla,berttrained,bi_encoder,bleu,rouge_L,meteor,answer_encoded_twice
40,how long can you hold the ball in hurling,not more than four steps,three years,0.0,0.0095381494611501,0.0,0.445336788892746,0.2480487674474716,0.2664026916027069,0.0,0.0,0.0,three years
41,how long can you hold the ball in hurling,not more than four steps,five seconds,0.0,0.1451586484909057,0.0,0.4521482288837433,0.1413923949003219,0.1292275786399841,0.0,0.0,0.0,five seconds
42,how long can you hold the ball in hurling,not more than four steps,four steps,2.0,0.9043967127799988,0.5714285714285715,0.6886792778968811,0.7447333931922913,0.7170248031616211,0.0,0.5714285714285715,0.8152173913043478,four steps
43,what is the full meaning of mips in computer,Microprocessor without Interlocked Pipelined Stages,instructions per second,0.0,0.00942406617105,0.0,0.2611948847770691,0.2334188371896743,0.2178138792514801,0.0,0.0,0.0,instructions per second
44,what is the full meaning of mips in computer,Microprocessor without Interlocked Pipelined Stages,instruction execution speed,0.0,0.0134944673627614,0.0,0.3096581399440765,0.2806032001972198,0.2836106717586517,0.0,0.0,0.0,instruction execution speed
45,what is the full meaning of mips in computer,Microprocessor without Interlocked Pipelined Stages,MIPS architecture,0.0,0.2316655814647674,0.0,0.2783468067646026,0.2198973000049591,0.186785414814949,0.0,0.0,0.0,MIPS architecture
46,what is the full meaning of mips in computer,Microprocessor without Interlocked Pipelined Stages,microprocessor without interlocked pipeline stages,2.0,0.9727280139923096,0.8000000000000002,0.9777119159698486,0.9092610478401184,0.925561547279358,0.0,0.8000000000000002,0.996,microprocessor without interlocked pipeline stages
47,what is the full meaning of mips in computer,Microprocessor without Interlocked Pipelined Stages,microprocessor,2.0,0.5923792719841003,0.3333333333333333,0.6998454332351685,0.6176843643188477,0.5260521769523621,0.0,0.3333333333333333,0.3571428571428571,microprocessor
48,who won worst cooks in america season 17,Daniel Mar,tyler florence,0.0,0.0101612424477934,0.0,0.3192111253738403,0.1127632781863212,0.0901759415864944,0.0,0.0,0.0,tyler florence
49,who won worst cooks in america season 17,Daniel Mar,Nick Slater,0.0,0.0106725813820958,0.0,0.2787310183048248,0.163752406835556,0.1691763401031494,0.0,0.0,0.0,Nick Slater
50,who won worst cooks in america season 17,Daniel Mar,Michelle Tribble,0.0,0.0101717989891767,0.0,0.2870376408100128,0.1937403827905655,0.2121888548135757,0.0,0.0,0.0,Michelle Tribble
51,who won worst cooks in america season 17,Daniel Mar,lvaro lvarez,0.0,0.0116869928315281,0.0,0.235895425081253,0.1204266026616096,0.1138339936733245,0.0,0.0,0.0,lvaro lvarez
52,who won worst cooks in america season 17,Daniel Mar,Hazell Mckenzie,0.0,0.0108488732948899,0.0,0.2790279686450958,0.0908498764038086,0.0745364353060722,0.0,0.0,0.0,Hazell Mckenzie
53,who won worst cooks in america season 17,Daniel Mar,Vivica,0.0,0.009672550484538,0.0,0.2540932595729828,0.117453821003437,0.1263363510370254,0.0,0.0,0.0,Vivica
54,who played the title roll in the harry potter films,Daniel Radcliffe,michael gambon,0.0,0.0100514153018593,0.0,0.321113109588623,0.1914027035236358,0.1679724007844925,0.0,0.0,0.0,michael gambon
55,who played the title roll in the harry potter films,Daniel Radcliffe,alan rickman,0.0,0.0110214995220303,0.0,0.2437750250101089,0.280658096075058,0.2901588976383209,0.0,0.0,0.0,alan rickman
56,who played the title roll in the harry potter films,Daniel Radcliffe,Matthew Broderick,0.0,0.0180458407849073,0.0,0.3042385280132293,0.2089733034372329,0.213663250207901,0.0,0.0,0.0,Matthew Broderick
57,who played the title roll in the harry potter films,Daniel Radcliffe,Daniel Jacob Radcliffe,2.0,0.8525872826576233,0.8,0.8702221512794495,0.950179398059845,0.953039288520813,0.0,0.8,0.3448275862068965,Daniel Jacob Radcliffe
58,how many movies are in the fast and furious franchise,8,furious 7,0.0,0.0419414229691028,0.0,0.6302134394645691,0.3885974586009979,0.4139000773429871,0.0,0.0,0.0,furious 7
59,how many movies are in the fast and furious franchise,8,The Fast and the Furious,0.0,0.009612638503313,0.0,0.397975504398346,0.1223778426647186,0.0866870209574699,0.0,0.0,0.0,The Fast and the Furious
60,how many movies are in the fast and furious franchise,8,seven,1.0,0.2539258599281311,0.0,0.663648784160614,0.4980398416519165,0.5511299967765808,0.0,0.0,0.0,seven
61,how many movies are in the fast and furious franchise,8,10,1.0,0.173138216137886,0.0,0.8245948553085327,0.476845234632492,0.5240675806999207,0.0,0.0,0.0,10
62,how many movies are in the fast and furious franchise,8,6,1.0,0.1403345614671707,0.0,0.8514872789382935,0.4949466288089752,0.5368789434432983,0.0,0.0,0.0,6
63,how many movies are in the fast and furious franchise,8,7,1.0,0.2246240377426147,0.0,0.8609349727630615,0.5968295931816101,0.6436831951141357,0.0,0.0,0.0,7
64,how many movies are in the fast and furious franchise,8,seventh,0.0,0.1050582751631736,0.0,0.5183819532394409,0.4656300246715545,0.4993761479854584,0.0,0.0,0.0,seventh
65,how many movies are in the fast and furious franchise,8,eighth,1.0,0.1909008473157882,0.0,0.5729291439056396,0.730595588684082,0.7568941712379456,0.0,0.0,0.0,eighth
66,how many movies are in the fast and furious franchise,8,Seven,1.0,0.2744183540344238,0.0,0.663648784160614,0.4846511483192444,0.5247468948364258,0.0,0.0,0.0,Seven
67,how many movies are in the fast and furious franchise,8,six,1.0,0.1846929788589477,0.0,0.6112658977508545,0.430767297744751,0.4860149323940277,0.0,0.0,0.0,six
68,how many movies are in the fast and furious franchise,8,26,0.0,0.0306202489882707,0.0,0.7167103886604309,0.1545521467924118,0.1805699616670608,0.0,0.0,0.0,26
69,how many movies are in the fast and furious franchise,8,13,0.0,0.0941779166460037,0.0,0.799432098865509,0.2809218764305115,0.3230929374694824,0.0,0.0,0.0,13
70,how many movies are in the fast and furious franchise,8,10,0.0,0.173138216137886,0.0,0.8245948553085327,0.476845234632492,0.5240676403045654,0.0,0.0,0.0,10
71,how many movies are in the fast and furious franchise,8,eight,2.0,0.7906153798103333,0.0,0.7457172274589539,0.8952361345291138,0.9147851467132568,0.0,0.0,0.5,eight
72,how many movies are in the fast and furious franchise,8,eight,2.0,0.7906153798103333,0.0,0.7457172274589539,0.8952361345291138,0.914785087108612,0.0,0.0,0.5,eight
73,when does stranded deep come out for xbox,October 2018,"august 22, 2017",0.0,0.1391804218292236,0.0,0.6492340564727783,0.2824919819831848,0.2730712890625,0.0,0.0,0.0,"august 22, 2017"
74,when does stranded deep come out for xbox,October 2018,2018,0.0,0.4702825248241425,0.6666666666666666,0.7710959315299988,0.773870050907135,0.7839194536209106,0.0,0.6666666666666666,0.4545454545454545,2018
75,when does stranded deep come out for xbox,October 2018,"March 14, 2017",0.0,0.0543514043092727,0.0,0.6290730237960815,0.1535763442516327,0.1278300881385803,0.0,0.0,0.0,"March 14, 2017"
76,when is the hundredth episode of the flash,"December 4, 2018","October 8, 1998",0.0,0.0105776330456137,0.0,0.7785517573356628,0.3377441465854645,0.3389934599399567,0.0,0.0,0.125,"October 8, 1998"
77,when is the hundredth episode of the flash,"December 4, 2018","March 27, 2018",0.0,0.2688397765159607,0.3333333333333333,0.8400014042854309,0.3581910729408264,0.328208327293396,0.0,0.3333333333333333,0.46875,"March 27, 2018"
78,when is the hundredth episode of the flash,"December 4, 2018","January 27, 2018",0.0,0.2576855421066284,0.3333333333333333,0.850386381149292,0.2963823080062866,0.2525828778743744,0.0,0.3333333333333333,0.46875,"January 27, 2018"
79,when is the hundredth episode of the flash,"December 4, 2018",2019,0.0,0.0714198797941207,0.0,0.4728742837905884,0.3222581744194031,0.3101641535758972,0.0,0.0,0.0,2019
80,when is the hundredth episode of the flash,"December 4, 2018","may 22, 2018",0.0,0.2682216167449951,0.3333333333333333,0.8297675848007202,0.3336248397827148,0.2786566913127899,0.0,0.3333333333333333,0.46875,"may 22, 2018"
81,when is the hundredth episode of the flash,"December 4, 2018","October 10, 2017",0.0,0.1246686726808548,0.0,0.8219947218894958,0.2161198258399963,0.1942431032657623,0.0,0.0,0.125,"October 10, 2017"
82,when is the hundredth episode of the flash,"December 4, 2018","April 10, 2019",0.0,0.0850668400526046,0.0,0.7562996745109558,0.3546322584152221,0.3521399199962616,0.0,0.0,0.125,"April 10, 2019"
83,who said it's not what your country can do for you but what you can do for your country,John F. Kennedy,former President John F. Kennedy,2.0,0.8481739163398743,0.7499999999999999,0.8206513524055481,0.925979495048523,0.9457104206085204,0.0,0.7499999999999999,0.6134259259259259,former President John F. Kennedy
84,when does lil wayne new album drop 2018,"September 28, 2018","September 29, 2017",0.0,0.2493718564510345,0.3333333333333333,0.9094710946083068,0.6411833763122559,0.625393807888031,0.0,0.3333333333333333,0.25,"September 29, 2017"
85,when does lil wayne new album drop 2018,"September 28, 2018","December 1, 2017",0.0,0.0870386585593223,0.0,0.758475661277771,0.1298861354589462,0.0842361450195312,0.0,0.0,0.125,"December 1, 2017"
86,when does the regular nba basketball season start,"October 16, 2018","october 17, 2017",1.0,0.2978692948818207,0.3333333333333333,0.9063251614570618,0.540183961391449,0.5291574001312256,0.0,0.3333333333333333,0.25,"october 17, 2017"
87,when does the regular nba basketball season start,"October 16, 2018",2017,0.0,0.0925567895174026,0.0,0.5692610144615173,0.332051545381546,0.3415527641773224,0.0,0.0,0.0,2017
88,when does the regular nba basketball season start,"October 16, 2018",October 10,1.0,0.3264212608337402,0.4,0.6831884384155273,0.5010454058647156,0.4707704186439514,0.0,0.4,0.2272727272727272,October 10
89,when does the regular nba basketball season start,"October 16, 2018",2018,2.0,0.4964339137077332,0.5,0.6443607807159424,0.5985263586044312,0.5772588849067688,0.0,0.5,0.3846153846153847,2018
90,terre haute north vigo high school terre haute in,Indiana,Manarola,0.0,0.009519275277853,0.0,0.2854480445384979,0.1469562500715255,0.189671516418457,0.0,0.0,0.0,Manarola
91,terre haute north vigo high school terre haute in,Indiana,Indiana State University,0.0,0.1124767288565635,0.5,0.6129893064498901,0.8740702867507935,0.8948807716369629,0.0,0.5,0.1785714285714285,Indiana State University
92,terre haute north vigo high school terre haute in,Indiana,"terre haute, indiana",2.0,0.7632428407669067,0.5,0.6453594565391539,0.3238370716571808,0.3246485590934753,0.0,0.5,0.1351351351351351,"terre haute, indiana"
93,terre haute north vigo high school terre haute in,Indiana,"Vigo County, Indiana",2.0,0.4291910529136657,0.5,0.5418712496757507,0.7809483408927917,0.7872228026390076,0.0,0.5,0.1351351351351351,"Vigo County, Indiana"
94,what is the symbolism of the ghost of christmas present,Father Christmas,A Christmas Carol,0.0,0.2647759020328522,0.5,0.5997858047485352,0.7375620603561401,0.7459084391593933,0.0,0.4,0.1724137931034482,A Christmas Carol
95,what is the symbolism of the ghost of christmas present,Father Christmas,warmth,1.0,0.0098966993391513,0.0,0.3347680568695068,0.2824605405330658,0.3104891777038574,0.0,0.0,0.0,warmth
96,what is the symbolism of the ghost of christmas present,Father Christmas,peace on Earth and good will toward men,2.0,0.0093007059767842,0.0,0.2809501886367798,0.1871463060379028,0.1663769334554672,0.0,0.0,0.0,peace on Earth and good will toward men
97,what is the symbolism of the ghost of christmas present,Father Christmas,peace on earth,2.0,0.0094820754602551,0.0,0.2974020540714264,0.1882288604974746,0.1966357082128524,0.0,0.0,0.0,peace on earth
98,where was the third season of fargo filmed,"Calgary, Alberta",St. Cloud,0.0,0.0114439707249403,0.0,0.3115860223770141,0.2785987257957458,0.2848654985427856,0.0,0.0,0.0,St. Cloud
99,comprehensive written version of the jewish oral law,Oral Torah,the Mishnah,0.0,0.6783072352409363,0.0,0.2859534025192261,0.4131068587303161,0.4104260504245758,0.0,0.0,0.0,the Mishnah
100,comprehensive written version of the jewish oral law,Oral Torah,The Mishnah or Mishna,0.0,0.429699182510376,0.0,0.2729541957378387,0.2740266919136047,0.22189661860466,0.0,0.0,0.0,The Mishnah or Mishna
101,comprehensive written version of the jewish oral law,Oral Torah,Shulchan Aruch,0.0,0.1278787702322006,0.0,0.2275969982147217,0.1769896149635315,0.1721990704536438,0.0,0.0,0.0,Shulchan Aruch
102,comprehensive written version of the jewish oral law,Oral Torah,Deuteronomy,0.0,0.292280912399292,0.0,0.2430209368467331,0.4002319872379303,0.4587117433547974,0.0,0.0,0.0,Deuteronomy
103,comprehensive written version of the jewish oral law,Oral Torah,talmud,2.0,0.4865864217281342,0.0,0.5021771192550659,0.5472493171691895,0.5688251256942749,0.0,0.0,0.0,talmud
104,what time is it in the west coast of america,The Pacific standard time zone,01:00 LST,0.0,0.2309440821409225,0.0,0.2498146891593933,0.1885881572961807,0.1755097210407257,0.0,0.0,0.0,01:00 LST
105,what time is it in the west coast of america,The Pacific standard time zone,nine to twelve months,0.0,0.0095606185495853,0.0,0.2941902577877045,0.1711373031139373,0.1484082043170929,0.0,0.0,0.0,nine to twelve months
106,what time is it in the west coast of america,The Pacific standard time zone,2:00 a.m.,1.0,0.0612978301942348,0.0,0.2954652011394501,0.1049334332346916,0.0672226995229721,0.0,0.0,0.0,2:00 a.m.
107,what time is it in the west coast of america,The Pacific standard time zone,8 : 00 p. m.,1.0,0.1222650334239006,0.0,0.2764405906200409,0.1745521426200866,0.1624982357025146,0.0,0.0,0.0,8 : 00 p. m.
108,what time is it in the west coast of america,The Pacific standard time zone,6:00 a.m.,1.0,0.073748730123043,0.0,0.2934584021568298,0.1058355644345283,0.0869730710983276,0.0,0.0,0.0,6:00 a.m.
109,what time is it in the west coast of america,The Pacific standard time zone,pacific time zone,2.0,0.9115728735923768,0.8571428571428571,0.8347673416137695,0.7112861275672913,0.7195382118225098,0.0,0.7499999999999999,0.7986111111111112,pacific time zone
110,what time is it in the west coast of america,The Pacific standard time zone,Pacific Standard Time,2.0,0.9612677693367004,0.8571428571428571,0.8233665823936462,0.8436141014099121,0.8481775522232056,0.0,0.7499999999999999,0.920138888888889,Pacific Standard Time
111,when do the nfl raiders move to las vegas,2020,as soon as 2019,0.0,0.2670963704586029,0.0,0.5310407280921936,0.3841597735881805,0.4075278639793396,0.0,0.0,0.0,as soon as 2019
112,when do the nfl raiders move to las vegas,2020,"March 27, 2017",0.0,0.0203705672174692,0.0,0.3752739131450653,0.1877374202013015,0.1573211848735809,0.0,0.0,0.0,"March 27, 2017"
113,when do the nfl raiders move to las vegas,2020,either 2019 or 2020,1.0,0.6219573020935059,0.4,0.6472509503364563,0.6713890433311462,0.6234602928161621,0.0,0.4,0.1351351351351351,either 2019 or 2020
114,what is an example of a file path,/,file.txt,0.0,0.0198471173644065,0.0,0.3351028263568878,0.2908427715301513,0.3072244226932525,0.0,0.0,0.0,file.txt
115,what is an example of a file path,/,directory,0.0,0.1787128001451492,0.0,0.3603436946868897,0.3892390727996826,0.4237583279609679,0.0,0.0,0.0,directory
116,what is an example of a file path,/,filename,0.0,0.0529873222112655,0.0,0.2681831419467926,0.3225284218788147,0.35698202252388,0.0,0.0,0.0,filename
117,what is an example of a file path,/,payroll,0.0,0.0221025925129652,0.0,0.3534673452377319,0.3567383885383606,0.4103894531726837,0.0,0.0,0.0,payroll
118,what is an example of a file path,/,EPUB,0.0,0.0114483786746859,0.0,0.2640442848205566,0.2792068123817444,0.2975329160690308,0.0,0.0,0.0,EPUB
119,what is an example of a file path,/,URI,0.0,0.0249315109103918,0.0,0.2766837775707245,0.454067051410675,0.4900037050247192,0.0,0.0,0.0,URI
120,what is an example of a file path,/,/ Payroll / Salaries / Managers,2.0,0.1006873399019241,0.0,0.6621384024620056,0.3084807395935058,0.2171469330787658,0.0,0.0,0.0909090909090909,/ Payroll / Salaries / Managers
121,what is an example of a file path,/,/Payroll/Salaries/Managers,2.0,0.1099714487791061,0.0,0.6621384024620056,0.2389983385801315,0.1430858969688415,0.0,0.0,0.0,/Payroll/Salaries/Managers
122,who issued the declaration of the rights of man when was it written,France's National Constituent Assembly,1789,1.0,0.0099018402397632,0.0,0.3525572717189789,0.207374170422554,0.2359848320484161,0.0,0.0,0.0,1789
123,who issued the declaration of the rights of man when was it written,France's National Constituent Assembly,Thomas Jefferson,2.0,0.009738614782691,0.0,0.2325367331504821,0.1983895897865295,0.1922347247600555,0.0,0.0,0.0,Thomas Jefferson
124,how long have they been doing the ball drop in new york,"December 31, 1907",since 1907,2.0,0.6002814769744873,0.4,0.5358258485794067,0.6844785809516907,0.6667091250419617,0.0,0.4,0.2272727272727272,since 1907
125,how long have they been doing the ball drop in new york,"December 31, 1907",1907,2.0,0.6851145029067993,0.5,0.6021348834037781,0.7125685811042786,0.7024693489074707,0.0,0.5,0.3846153846153847,1907
126,who played guitar on run dmc king of rock,Eddie Martinez,Steve Hunter,0.0,0.0101753147318959,0.0,0.3679463267326355,0.1365203410387039,0.1105861291289329,0.0,0.0,0.0,Steve Hunter
127,who played guitar on run dmc king of rock,Eddie Martinez,Eddie Paul Martinez,2.0,0.8445164561271667,0.8,0.8485063314437866,0.9432839155197144,0.9514933228492736,0.0,0.8,0.3448275862068965,Eddie Paul Martinez
128,what was the rallying cry for the american revolution,No taxation without representation,declaration of independence,0.0,0.00938899256289,0.0,0.3409588932991028,0.2662905156612396,0.2581376135349273,0.0,0.0,0.0,declaration of independence
129,what was the rallying cry for the american revolution,No taxation without representation,olive branch petition,0.0,0.0097793359309434,0.0,0.2903733551502228,0.0657683238387107,0.0198918413370847,0.0,0.0,0.0,olive branch petition
130,what was the rallying cry for the american revolution,No taxation without representation,Industrial Revolution,0.0,0.0090078497305512,0.0,0.2721984386444092,0.1512350291013717,0.1404184699058532,0.0,0.0,0.0,Industrial Revolution
131,what was the rallying cry for the american revolution,No taxation without representation,Battles of Lexington and Concord,0.0,0.0095266867429018,0.0,0.3045129776000977,0.0565320737659931,0.014587627723813,0.0,0.0,0.0,Battles of Lexington and Concord
132,who wrote the book the social contract theory,Jean-Jacques Rousseau,Jean - Jacques Rousseau,2.0,0.9577849507331848,0.4,1.0000001192092896,0.8905760049819946,0.9064691662788392,0.0,1.0,0.131578947368421,Jean - Jacques Rousseau
133,who commands the national guard in each state,the governor,the Army National Guard,0.0,0.0093180108815431,0.0,0.4990695714950562,0.2588829696178436,0.2792394757270813,0.0,0.3333333333333333,0.131578947368421,the Army National Guard
134,who commands the national guard in each state,the governor,state or territorial governor,1.0,0.7343652248382568,0.4,0.599443256855011,0.6958594918251038,0.6604005098342896,0.0,0.3333333333333333,0.131578947368421,state or territorial governor
135,who commands the national guard in each state,the governor,the state adjutant general,1.0,0.0265682656317949,0.0,0.5829812288284302,0.4559802114963531,0.46443971991539,0.0,0.3333333333333333,0.131578947368421,the state adjutant general
136,who commands the national guard in each state,the governor,adjutant general,1.0,0.0094765285030007,0.0,0.4214012026786804,0.2821643650531769,0.3027177155017853,0.0,0.0,0.0,adjutant general
137,who commands the national guard in each state,the governor,the President,1.0,0.0228720158338546,0.0,0.776655375957489,0.4652180969715118,0.5072402954101562,0.0,0.5,0.25,the President
138,who is sent to rescue io from the monster argus,Hermes,Perseus,0.0,0.0108489347621798,0.0,0.2438407242298126,0.3560841083526611,0.3830489814281464,0.0,0.0,0.0,Perseus
139,who is sent to rescue io from the monster argus,Hermes,pele,0.0,0.0113730058073997,0.0,0.2740994691848755,0.3001816570758819,0.3632959723472595,0.0,0.0,0.0,pele
140,who is sent to rescue io from the monster argus,Hermes,Lou,0.0,0.012142788618803,0.0,0.2571722865104675,0.1855734288692474,0.1827172338962555,0.0,0.0,0.0,Lou
141,who is sent to rescue io from the monster argus,Hermes,Agenor,0.0,0.0093273781239986,0.0,0.259764164686203,0.1992258578538894,0.2392541617155075,0.0,0.0,0.0,Agenor
142,who plays gilbert in anne with an e,Lucas Jade Zumann,Jonathan Crombie,0.0,0.0096753193065524,0.0,0.2465611547231674,0.2388597279787063,0.2507077753543854,0.0,0.0,0.0,Jonathan Crombie
143,who plays gilbert in anne with an e,Lucas Jade Zumann,James,0.0,0.0099856350570917,0.0,0.3011585474014282,0.0736820846796035,0.0412618182599544,0.0,0.0,0.0,James
144,who plays gilbert in anne with an e,Lucas Jade Zumann,Miranda de Pencier,0.0,0.0102098835632205,0.0,0.2317399382591248,0.0894760116934776,0.0513850972056388,0.0,0.0,0.0,Miranda de Pencier
145,what was the first black family tv show,Amos 'n Andy,good times,0.0,0.0118182366713881,0.0,0.2724575400352478,0.08346838504076,0.0737345889210701,0.0,0.0,0.0,good times
