,question,answer1,answer2,label,sas,f1,bertvanilla,berttrained,bi_encoder,bleu,rouge_L,meteor,answer_encoded_twice
209,where was the tv series pie in the sky filmed,Marlow in Buckinghamshire,Bisham in East Berkshire,2.0,0.0117578133940696,0.2857142857142857,0.4648338258266449,0.4495032131671905,0.4262086153030396,0.0,0.2857142857142857,0.1282051282051282,Bisham in East Berkshire
210,where was the tv series pie in the sky filmed,Marlow in Buckinghamshire,Berkshire,2.0,0.0212197285145521,0.0,0.4139245152473449,0.4104812741279602,0.3769047558307648,0.0,0.0,0.0,Berkshire
211,where was the tv series pie in the sky filmed,Marlow in Buckinghamshire,"bray studios at water oakley, near windsor in berkshire",2.0,0.0104031544178724,0.1666666666666666,0.4318741261959076,0.2820174992084503,0.2308409065008163,0.0,0.1666666666666666,0.053763440860215,"bray studios at water oakley, near windsor in berkshire"
212,where was the tv series pie in the sky filmed,Marlow in Buckinghamshire,Water Oakley,2.0,0.0097221564501523,0.0,0.3432199954986572,0.2048859149217605,0.1885117292404174,0.0,0.0,0.0,Water Oakley
213,where was the tv series pie in the sky filmed,Marlow in Buckinghamshire,Oakley Court,2.0,0.0097376033663749,0.0,0.309107095003128,0.205311581492424,0.1868027150630951,0.0,0.0,0.0,Oakley Court
233,where did the french east india company first established in india,1664,Surat,2.0,0.0094740260392427,0.0,0.2907324135303497,0.1297559440135955,0.1617383807897567,0.0,0.0,0.0,Surat
236,what is the scientific name for the shoulder bone,shoulder blade,scapula,2.0,0.0090803457424044,0.0,0.2453536838293076,0.2893236577510834,0.301547110080719,0.0,0.0,0.0,scapula
271,who played the role of kilvish in shaktimaan,Surendra Pal,mukesh khanna,2.0,0.0129530243575572,0.0,0.2374793887138367,0.3299140036106109,0.3359952867031097,0.0,0.0,0.0,mukesh khanna
273,in which channel does koffee with karan comes,Star World India,Star One,2.0,0.2404568940401077,0.4,0.4991168677806854,0.5299153327941895,0.5198848247528076,0.0,0.4,0.2380952380952381,Star One
295,how does the narrator describe perverseness in the black cat,the spirit of perverseness,alcoholism,2.0,0.0098783588036894,0.0,0.3688798248767853,0.2619861960411072,0.2635037899017334,0.0,0.0,0.0,alcoholism
325,what type of community is brown's town,town,agricultural,2.0,0.0258250199258327,0.0,0.3649453222751617,0.2483687400817871,0.3102273941040039,0.0,0.0,0.0,agricultural
326,what type of community is brown's town,town,agricultural region,2.0,0.0560883171856403,0.0,0.3447303771972656,0.2200421094894409,0.2447324097156525,0.0,0.0,0.0,agricultural region
327,what type of community is brown's town,town,a market and road center,2.0,0.1405424326658249,0.0,0.3511731922626495,0.3938725590705871,0.4359072148799896,0.0,0.0,0.0,a market and road center
422,thomas and friends big world big adventures us release date,1989,2018,2.0,0.0143801588565111,0.0,0.5039193630218506,0.3476607799530029,0.4116591513156891,0.0,0.0,0.0,2018
454,who did ben weston killed on days of our lives,several victims,serena mason,2.0,0.0241933148354291,0.0,0.2898255586624145,0.1533739864826202,0.1650947630405426,0.0,0.0,0.0,serena mason
455,who did ben weston killed on days of our lives,several victims,Will Horton,2.0,0.0102742603048682,0.0,0.3578535318374634,0.1331861913204193,0.1271093040704727,0.0,0.0,0.0,Will Horton
459,who played marcus the pre-transition sophia on orange is the new black,M Lamar,laverne cox,2.0,0.0099692055955529,0.0,0.2735841274261474,0.2274867296218872,0.2348582446575165,0.0,0.0,0.0,laverne cox
505,who sang the smokey and the bandit song,Jerry Reed Hubbard,Burt Reynolds,2.0,0.0100335106253623,0.0,0.292308509349823,0.3182039260864258,0.3435107469558716,0.0,0.0,0.0,Burt Reynolds
510,when does a hockey player go to the penalty box,for all penalties,for a set number of minutes,2.0,0.1551991701126098,0.25,0.4735669195652008,0.258428156375885,0.2348818778991699,0.0,0.2222222222222222,0.087719298245614,for a set number of minutes
557,what is the organism that causes red tide,algae,dinoflagellates,2.0,0.0123804444447159,0.0,0.2540988624095917,0.3999791741371155,0.4265318512916565,0.0,0.0,0.0,dinoflagellates
578,when did the 9-1 gcse start,2017,"february 4, 2018",2.0,0.0399399548768997,0.0,0.5417535901069641,0.3291830122470855,0.3224532604217529,0.0,0.0,0.0,"february 4, 2018"
594,when did harley start using the 103 engine,2010,"february 6, 2011",2.0,0.0439653284847736,0.0,0.5434343814849854,0.3462706804275512,0.3419125080108642,0.0,0.0,0.0,"february 6, 2011"
641,what season does allison find out about scott,"""Formality""",season one,2.0,0.0096603343263268,0.0,0.3415027260780334,0.1851934641599655,0.1868984997272491,0.0,0.0,0.0,season one
642,what season does allison find out about scott,"""Formality""",Season 1,2.0,0.009947664104402,0.0,0.3295890092849731,0.1915465891361236,0.194951444864273,0.0,0.0,0.0,Season 1
661,who is the first country to leave the eu,French Algeria,united kingdom,2.0,0.0097672082483768,0.0,0.2334510087966919,0.1799290180206298,0.1925562024116516,0.0,0.0,0.0,united kingdom
662,who is the first country to leave the eu,French Algeria,the UK,2.0,0.0095923580229282,0.0,0.3383313417434692,0.1592114120721817,0.1618685126304626,0.0,0.0,0.0,the UK
672,when did the game dont wake daddy come out,1992,"june 13, 1973",2.0,0.010170373134315,0.0,0.463455080986023,0.1446400433778762,0.1362244784832,0.0,0.0,0.0,"june 13, 1973"
694,where was the second battle of saratoga fought,Bemis Heights,"south of saratoga, new york",2.0,0.0116341169923543,0.0,0.283877819776535,0.0965695530176162,0.0719795823097229,0.0,0.0,0.0,"south of saratoga, new york"
695,where was the second battle of saratoga fought,Bemis Heights,New York,2.0,0.0133975502103567,0.0,0.2434393465518951,0.2477461099624633,0.2748706638813019,0.0,0.0,0.0,New York
696,where was the second battle of saratoga fought,Bemis Heights,"Saratoga, New York",2.0,0.010300388559699,0.0,0.2775746583938598,0.1444288045167923,0.1335760056972503,0.0,0.0,0.0,"Saratoga, New York"
709,what channel does the haves and have nots come on on directv,OWN,Oprah Winfrey Network,2.0,0.0095143029466271,0.0,0.2246350049972534,0.1254913806915283,0.1112717688083648,0.0,0.0,0.0,Oprah Winfrey Network
739,which legislation was responsible for changing the voting age in the united states brainly,the Twenty-sixth Amendment,Voting Rights Act of 1965,2.0,0.0873427242040634,0.0,0.3208330869674682,0.2458545267581939,0.2291799485683441,0.0,0.0,0.0,Voting Rights Act of 1965
782,who is the host for wheel of fortune,Pat Sajak,Vanna White,2.0,0.0099722929298877,0.0,0.2461249530315399,0.1094549223780632,0.074267566204071,0.0,0.0,0.0,Vanna White
835,where did the anglo saxons arrived in britain,southern and east coasts,Great Britain,2.0,0.0096006607636809,0.0,0.2949193716049194,0.0478508919477462,0.0118124661967158,0.0,0.0,0.0,Great Britain
890,how do you call a person who cannot speak,sign language,mute,2.0,0.0097499890252947,0.0,0.2743082940578461,0.0602063536643981,0.0946734175086021,0.0,0.0,0.0,mute
891,how do you call a person who cannot speak,sign language,Muteness or mutism,2.0,0.0096350442618131,0.0,0.2733771502971649,0.0300370436161756,0.0036275130696594,0.0,0.0,0.0,Muteness or mutism
920,where is the ground tissue located in plants,in regions of new growth,soft parts,2.0,0.0089105414226651,0.0,0.3622823655605316,0.1301412135362625,0.1004953384399414,0.0,0.0,0.217391304347826,soft parts
921,where is the ground tissue located in plants,in regions of new growth,cortex,2.0,0.0089952033013105,0.0,0.2953793704509735,0.1657894104719162,0.133759468793869,0.0,0.0,0.0,cortex
922,where is the ground tissue located in plants,in regions of new growth,the cortex of roots,2.0,0.0233658570796251,0.25,0.5186954736709595,0.1841902434825897,0.1326896846294403,0.0,0.2222222222222222,0.1219512195121951,the cortex of roots
926,when did universal studios become a theme park,1965,"july 15, 1964",2.0,0.1055172383785247,0.0,0.5685298442840576,0.4232624173164367,0.4204572141170501,0.0,0.0,0.0,"july 15, 1964"
957,a person who risks money in order to make a large profit,arbitrageur,speculators,2.0,0.0254250038415193,0.0,0.2510850429534912,0.3312075734138489,0.3495752215385437,0.0,0.0,0.0,speculators
958,a person who risks money in order to make a large profit,arbitrageur,speculator,2.0,0.0715859830379486,0.0,0.2226675152778624,0.3901602327823639,0.4094457030296325,0.0,0.0,0.0,speculator
969,what was one of the main outcomes of the stono rebellion,the Negro Act of 1740,enacted a harsh slave code,2.0,0.1886019706726074,0.0,0.3855759799480438,0.2983041703701019,0.2779875099658966,0.0,0.0,0.0,enacted a harsh slave code
981,when does trick or treat start and end,evening of October 31,Halloween,2.0,0.1322406232357025,0.0,0.3387636542320251,0.4168657660484314,0.4126491546630859,0.0,0.0,0.0,Halloween
982,when does trick or treat start and end,evening of October 31,Halloween night,2.0,0.1748862713575363,0.0,0.4303933680057525,0.4658319056034088,0.4633893072605133,0.0,0.0,0.0,Halloween night
1018,who built the temple of dayr al bahri,Mentuhotep II,Hatshepsut,2.0,0.0102832140401005,0.0,0.2734950780868529,0.3228017091751098,0.253435492515564,0.0,0.0,0.0,Hatshepsut
1034,gold woman in guardians of the galaxy 2,Ayesha,Elizabeth Debicki,2.0,0.0097498698160052,0.0,0.2187525928020477,0.2199459373950958,0.2419660538434982,0.0,0.0,0.0,Elizabeth Debicki
1043,what does n mean on an irish stamp,the current domestic posting rate,no-value indicator,2.0,0.0094103934243321,0.0,0.3138072192668915,0.2725745141506195,0.2693493366241455,0.0,0.0,0.0,no-value indicator
1057,who is the man in black the dark tower,Randall Flagg,Walter Padick,2.0,0.0096267759799957,0.0,0.2561797201633453,0.2883017361164093,0.3111633956432342,0.0,0.0,0.0,Walter Padick
1080,b-25 bomber accidentally flew into the empire state building,Old John Feather Merchant,1945,2.0,0.0095728710293769,0.0,0.2777179777622223,0.1121863797307014,0.0987344235181808,0.0,0.0,0.0,1945
1081,b-25 bomber accidentally flew into the empire state building,Old John Feather Merchant,"July 28, 1945",2.0,0.0094929337501525,0.0,0.2432850301265717,0.0843922272324562,0.0600437223911285,0.0,0.0,0.0,"July 28, 1945"
1173,when did the blue bombers last win the grey cup,1990,2017,2.0,0.0122901713475584,0.0,0.5549390316009521,0.3157512545585632,0.3921822309494018,0.0,0.0,0.0,2017
1206,who is marconi in we built this city,the father of the radio,Italian inventor Guglielmo Marconi,2.0,0.1936266273260116,0.0,0.2759925127029419,0.1893790662288665,0.1645182967185974,0.0,0.0,0.0,Italian inventor Guglielmo Marconi
1225,where did the republican contract with america enjoy its greatest support,the 104th Congress,the 1994 Congressional election campaign,2.0,0.1213356629014015,0.0,0.465278685092926,0.3631186783313751,0.3272588253021239,0.0,0.25,0.1041666666666666,the 1994 Congressional election campaign
1290,who sang i've got you under my skin,Virginia Bruce,Frank Sinatra,2.0,0.0098704472184181,0.0,0.2687025070190429,0.2373875379562378,0.2294696867465973,0.0,0.0,0.0,Frank Sinatra
1328,based on population what is the largest military base in the united states,"Ramstein AB, in Germany",fort bragg,2.0,0.0096987169235944,0.0,0.2504404485225677,0.2090704441070556,0.2036629468202591,0.0,0.0,0.0,fort bragg
1329,based on population what is the largest military base in the united states,"Ramstein AB, in Germany","Fort Bragg, North Carolina",2.0,0.0097460951656103,0.0,0.3856413662433624,0.0495018251240253,-0.014294640161097,0.0,0.0,0.1,"Fort Bragg, North Carolina"
1386,a wrinkle in time what is the it,main antagonist of the story,an evil disembodied brain,2.0,0.0121854860335588,0.0,0.3280027806758881,0.087445892393589,0.0390533693134784,0.0,0.0,0.0,an evil disembodied brain
1387,a wrinkle in time what is the it,main antagonist of the story,brain,2.0,0.0114915398880839,0.0,0.323087602853775,0.0117504345253109,-0.0173924639821052,0.0,0.0,0.0,brain
1388,a wrinkle in time what is the it,main antagonist of the story,a disembodied brain,2.0,0.0088503621518611,0.0,0.3187906742095947,0.058718416839838,0.0062710084021091,0.0,0.0,0.0,a disembodied brain
1401,where was the last significant battle in the revolutionary war fought,Virginia,The Siege of Yorktown,2.0,0.0098564391955733,0.0,0.3417401015758514,0.1110455021262168,0.1005082502961158,0.0,0.0,0.0,The Siege of Yorktown
1416,what is the function of the adrenal medulla hormones,increased metabolism,produces adrenaline and noradrenaline,2.0,0.0364439748227596,0.0,0.307681143283844,0.3656703531742096,0.3921095132827759,0.0,0.0,0.0,produces adrenaline and noradrenaline
1417,what is the function of the adrenal medulla hormones,increased metabolism,release of adrenaline,2.0,0.0498732253909111,0.0,0.3631605505943297,0.3947838544845581,0.4070645570755005,0.0,0.0,0.0,release of adrenaline
1418,what is the function of the adrenal medulla hormones,increased metabolism,release adrenaline,2.0,0.0906900763511657,0.0,0.3505526781082153,0.3890732228755951,0.4091436564922333,0.0,0.0,0.0,release adrenaline
1419,what is the function of the adrenal medulla hormones,increased metabolism,regulation of blood pressure and electrolyte balance,2.0,0.0198948923498392,0.0,0.3221956491470337,0.3724401593208313,0.3848425447940825,0.0,0.0,0.0,regulation of blood pressure and electrolyte balance
1420,what is the function of the adrenal medulla hormones,increased metabolism,epinephrine,2.0,0.0093629686161875,0.0,0.2794423103332519,0.1912913769483566,0.1982136517763137,0.0,0.0,0.0,epinephrine
1421,what is the function of the adrenal medulla hormones,increased metabolism,Adrenaline,2.0,0.0772578567266464,0.0,0.3720363080501557,0.3611314594745636,0.3896569311618805,0.0,0.0,0.0,Adrenaline
1438,the ancient civilization credited with the invention of paper around 105 c.e,China,cai lun,2.0,0.0119203673675656,0.0,0.297645628452301,0.2450702637434005,0.2993977665901184,0.0,0.0,0.0,cai lun
1440,the ancient civilization credited with the invention of paper around 105 c.e,China,United States,2.0,0.0100931972265243,0.0,0.3371134400367737,0.3962521851062774,0.4517039060592651,0.0,0.0,0.0,United States
1448,who sings the song papa was a rolling stone,The Undisputed Truth,the temptations,2.0,0.0125644160434603,0.0,0.4372778832912445,0.1134575828909874,0.0959478318691253,0.0,0.4,0.2380952380952381,the temptations
1504,what are your rights in the first amendment,religion,freedom of speech,2.0,0.0092387720942497,0.0,0.3231731355190277,0.1942027956247329,0.2121434509754181,0.0,0.0,0.0,freedom of speech
1505,what are your rights in the first amendment,religion,freedom of the press,2.0,0.0090651707723736,0.0,0.3366902470588684,0.1924988925457,0.2023802101612091,0.0,0.0,0.0,freedom of the press
1541,who plays jacks brother in when calls the heart,Max Lloyd-Jones,daniel lissing,2.0,0.0138747673481702,0.0,0.2426747530698776,0.1326742023229599,0.124975599348545,0.0,0.0,0.0,daniel lissing
1593,how many types of subatomic particles are there in an atom,two,three,2.0,0.2186362594366073,0.0,0.8562725186347961,0.2388631999492645,0.2749612331390381,0.0,0.0,0.0,three
1599,the island of madagascar is located off which border of the main continent,southeastern,Africa,2.0,0.0097500495612621,0.0,0.3620255291461945,0.0740694627165794,0.113631010055542,0.0,0.0,0.0,Africa
1634,when does the sympathetic nervous system be activated,constantly,fight - or - flight response,2.0,0.0101455859839916,0.0,0.2909033596515655,0.1040785238146781,0.0732015818357467,0.0,0.0,0.0,fight - or - flight response
1635,when does the sympathetic nervous system be activated,constantly,fight-or-flight response,2.0,0.0093867219984531,0.0,0.2909033596515655,0.1028186529874801,0.0865421146154403,0.0,0.0,0.0,fight-or-flight response
1680,who played joey on all in the family,Jason and Justin Draeger,Jacobs,2.0,0.0422536693513393,0.0,0.2719303369522095,0.1608657836914062,0.1515104174613952,0.0,0.0,0.0,Jacobs
1681,who played joey on all in the family,Jason and Justin Draeger,Christian Jacobs,2.0,0.0102033419534564,0.0,0.2704241871833801,0.1987152397632599,0.1953809857368468,0.0,0.0,0.0,Christian Jacobs
1682,who played joey on all in the family,Jason and Justin Draeger,casey siemaszko,2.0,0.0100765498355031,0.0,0.2425492703914642,0.1417687684297561,0.1031065285205841,0.0,0.0,0.0,casey siemaszko
1690,when is the agents of shield season premiere,July 2019,"december 1, 2017",2.0,0.0118443723767995,0.0,0.5383421778678894,0.377687007188797,0.3740704059600829,0.0,0.0,0.0,"december 1, 2017"
1691,when is the agents of shield season premiere,July 2019,"September 20, 2016",2.0,0.0101835587993264,0.0,0.5269126296043396,0.293190985918045,0.2975460886955261,0.0,0.0,0.0,"September 20, 2016"
1693,who won the 2018 formula 1 french grand pix tournament,Sebastian Vettel,lewis hamilton,2.0,0.0094473045319318,0.0,0.2744744420051575,0.3204631805419922,0.3551989495754242,0.0,0.0,0.0,lewis hamilton
1736,who was the first king of england and what year,Canute the Great,\u00e6thelstan,2.0,0.0113529441878199,0.0,0.2745537161827087,0.257766991853714,0.219726026058197,0.0,0.0,0.0,æthelstan
1744,who won the match between india and pakistan,India,Israel,2.0,0.0107619334012269,0.0,0.5163576602935791,0.3773371875286102,0.4738326966762543,0.0,0.0,0.0,Israel
1806,stratosphere is part of the atmosphere that absorbs ultraviolet,radiation,ozone layer,2.0,0.0091498447582125,0.0,0.3814793527126312,0.1865465641021728,0.2113065123558044,0.0,0.0,0.0,ozone layer
1815,what is he on the periodic table of elements,He­lium,atomic number 2,2.0,0.0610427930951118,0.0,0.3192649781703949,0.2135247886180877,0.2042811512947082,0.0,0.0,0.0,atomic number 2
1848,who won oscar for movie whatever happened to baby jane,Norma Koch,bette davis,2.0,0.0113106817007064,0.0,0.2479656785726547,0.2698975205421448,0.3034762740135193,0.0,0.0,0.0,bette davis
1852,where does tri tip come from on a cow,the tensor fasciae latae muscle,the bottom sirloin sub primal cut,2.0,0.0091372514143586,0.0,0.3235308527946472,0.2505642771720886,0.2309980690479278,0.0,0.1818181818181818,0.0847457627118644,the bottom sirloin sub primal cut
1853,where does tri tip come from on a cow,the tensor fasciae latae muscle,the bottom sirloin subprimal cut,2.0,0.00917249917984,0.0,0.3222154974937439,0.2294027060270309,0.2098653614521026,0.0,0.2,0.1,the bottom sirloin subprimal cut
1886,who sang a heart needs a second chance,38 Special,Max Carl Gronenthal,2.0,0.0104892998933792,0.0,0.2273898422718048,0.0626001730561256,0.0168364085257053,0.0,0.0,0.0,Max Carl Gronenthal
1903,where did the idea of clowns come from,ancient Greek and Roman theatre,Egypt,2.0,0.0097148558124899,0.0,0.3603311479091644,0.2065722197294235,0.1724327504634857,0.0,0.0,0.0,Egypt
1934,who wrote the words to the original pledge of allegiance,Captain George Thatcher Balch,Francis Julius Bellamy,2.0,0.0093755591660738,0.0,0.291411280632019,0.046655498445034,0.0165700130164623,0.0,0.0,0.0,Francis Julius Bellamy
1935,who wrote the words to the original pledge of allegiance,Captain George Thatcher Balch,Francis Bellamy,2.0,0.0094623547047376,0.0,0.2967623174190521,0.0496789924800396,0.029533501714468,0.0,0.0,0.0,Francis Bellamy
1946,where is the world's largest temple located,"Central Java, Indonesia",Cambodia,2.0,0.0092793870717287,0.0,0.4136067032814026,0.2186838537454605,0.2118863761425018,0.0,0.0,0.0,Cambodia
1999,who was the bad guy on designated survivor,Terry Serpico,Patrick Lloyd,2.0,0.0133340656757354,0.0,0.258993923664093,0.1491502672433853,0.1540480852127075,0.0,0.0,0.0,Patrick Lloyd
2008,nba record for points scored in a game,100,wilt chamberlain,2.0,0.0098362257704138,0.0,0.2839380204677582,0.130117729306221,0.1450706124305725,0.0,0.0,0.0,wilt chamberlain
2017,who has the most national championships in the sec football,Alabama,alabama crimson tide,2.0,0.159954696893692,0.5,0.6793109178543091,0.4788884818553924,0.4523289799690247,0.0,0.5,0.1785714285714285,alabama crimson tide
2032,when did the united states send troops to vietnam,May 1950,"march 8, 1965",2.0,0.0126317385584115,0.0,0.5625659823417664,0.4011387228965759,0.4001427888870239,0.0,0.0,0.0,"march 8, 1965"
2043,when was a scot in the arctic made,1948,1995,2.0,0.0117093585431575,0.0,0.5907979011535645,0.3172926306724548,0.3765649199485779,0.0,0.0,0.0,1995
2090,city belonging to mid west of united states,Des Moines,kansas city,2.0,0.0095199309289455,0.0,0.250652402639389,0.3674986064434051,0.4051123261451721,0.0,0.0,0.0,kansas city
2113,when did the roman emperors give free grain to the poor,second century AD,22 ad,2.0,0.0218959376215934,0.4,0.5178629159927368,0.1954928636550903,0.1952221393585205,0.0,0.4,0.2380952380952381,22 ad
2142,who wore number 24 for the montreal canadiens,Phillip Danault,Chris Chelios,2.0,0.0099376523867249,0.0,0.2891597151756286,0.1308193802833557,0.1370902359485626,0.0,0.0,0.0,Chris Chelios
2168,who sings how long is this been going on,George and Ira Gershwin,ace,2.0,0.010061977431178,0.0,0.283836156129837,0.1645070016384124,0.1479495763778686,0.0,0.0,0.0,ace
2233,the seven deadly sins season 2 number of episodes,4,24,2.0,0.0314355753362178,0.0,0.6764461994171143,0.2997172474861145,0.342389851808548,0.0,0.0,0.0,24
2294,what was the name of boss tweeds political machine,Tammany Hall,William Magear Tweed,2.0,0.0099201360717415,0.0,0.244748517870903,0.1839013546705246,0.1676836013793945,0.0,0.0,0.0,William Magear Tweed
2346,where in australia is i'm a celebrity held,"near Tully, Queensland",new south wales,2.0,0.009271090850234,0.0,0.336414486169815,0.1637290716171264,0.152772381901741,0.0,0.0,0.0,new south wales
2347,where in australia is i'm a celebrity held,"near Tully, Queensland",Australia,2.0,0.01280786562711,0.0,0.4145434498786926,0.3459886610507965,0.2878382802009582,0.0,0.0,0.0,Australia
2437,examples of paradigm shifts in the natural sciences,The discovery of hyperbolic geometry,the copernican revolution,2.0,0.0092039629817008,0.0,0.3741483092308045,0.2058279365301132,0.1826681941747665,0.0,0.25,0.15625,the copernican revolution
2438,examples of paradigm shifts in the natural sciences,The discovery of hyperbolic geometry,quantum mechanics,2.0,0.0196056012064218,0.0,0.4000714421272278,0.2308820635080337,0.2240679264068603,0.0,0.0,0.0,quantum mechanics
2466,do you need a license to tattoo in nj,no,none specified,2.0,0.1092245951294899,0.0,0.4482405185699463,0.4868153631687164,0.4434895515441895,0.0,0.0,0.0,none specified
2625,when was the last time alabama beat georgia,"December 1, 2018",2015,2.0,0.0138298934325575,0.0,0.5216133594512941,0.3225534856319427,0.357959121465683,0.0,0.0,0.0,2015
2660,what city would be an example of a maritime climate,Prague,London,2.0,0.0131813185289502,0.0,0.4608021080493927,0.3302302658557892,0.3974373340606689,0.0,0.0,0.0,London
2661,what city would be an example of a maritime climate,Prague,Amsterdam,2.0,0.0103957382962107,0.0,0.5040725469589233,0.4170968532562256,0.4727364182472229,0.0,0.0,0.0,Amsterdam
2673,where is area code 339 located in us,Boston suburbs,Massachusetts,2.0,0.1075974628329277,0.0,0.4856245517730713,0.4172328412532806,0.3851334750652313,0.0,0.0,0.0,Massachusetts
2713,where have saber tooth tiger remains been found,Brazil,La Brea Tar Pits in Los Angeles,2.0,0.0096105774864554,0.0,0.2466009855270385,0.0331556461751461,-0.0193852111697196,0.0,0.0,0.0,La Brea Tar Pits in Los Angeles
2745,who said preamble is a key to the constitution of india,The Supreme Court of India,b. r. ambedkar,2.0,0.012937975116074,0.0,0.3012737333774567,0.2835270762443542,0.2947548627853393,0.0,0.0,0.0,b. r. ambedkar
2769,what city is marina bay sands in singapore,Marina Bay in Singapore,Downtown Core,2.0,0.0094292098656296,0.0,0.3160283565521239,0.1921804100275039,0.1828046143054962,0.0,0.0,0.0,Downtown Core
2790,what is the measure of the clarity of an image,spatial resolution,image resolution,2.0,0.1897615045309066,0.5,0.6719902753829956,0.7074143290519714,0.7520239949226379,0.0,0.5,0.25,image resolution
2869,who is the main character in incidents in the life of a slave girl,Harriet Ann Jacobs,linda brent,2.0,0.0098212966695427,0.0,0.3090796172618866,0.2496810257434845,0.2668328285217285,0.0,0.0,0.0,linda brent
2931,name a non metal which is required for combustion,oxidant,oxygen,2.0,0.033165942877531,0.0,0.2615442276000977,0.4018425047397613,0.4497120082378388,0.0,0.0,0.0,oxygen
2951,who is the lady of the lake in merlin,Miranda Richardson,an enchantress,2.0,0.0111217303201556,0.0,0.242850586771965,0.1574670821428299,0.1659256219863891,0.0,0.0,0.0,an enchantress
3005,what are the major concerns of new sociology of education,quantitative research methods,public schooling systems,2.0,0.0095146093517541,0.0,0.3489385545253753,0.1751890331506729,0.1567343175411224,0.0,0.0,0.0,public schooling systems
3046,what is the drink with the highest alcohol percentage,Rectified spirit,vodka,2.0,0.0105400402098894,0.0,0.2981317043304443,0.3478350937366485,0.3205364644527435,0.0,0.0,0.0,vodka
3144,who got rid of the first national bank,the U.S. Senate,President Andrew Jackson,2.0,0.0091214599087834,0.0,0.3187592625617981,0.0045134439133107,-0.0332968346774578,0.0,0.0,0.0,President Andrew Jackson
3145,who got rid of the first national bank,the U.S. Senate,Andrew Jackson,2.0,0.0089722415432333,0.0,0.2780101001262665,-0.0210152324289083,-0.0320606678724288,0.0,0.0,0.0,Andrew Jackson
3167,when is season 3 of free coming out,July 11,2018,2.0,0.0107945222407579,0.0,0.2729061841964721,0.190739244222641,0.2293549180030823,0.0,0.0,0.0,2018
3210,how many pictures can you save on google photos,up to 16Â megapixels,unlimited,2.0,0.0604758970439434,0.0,0.2870832979679108,0.1428221762180328,0.1171957775950431,0.0,0.0,0.0,unlimited
3218,when did the president of india give assent the central gst law,August 2016,1 july 2017,2.0,0.045786365866661,0.0,0.6976740956306458,0.227675050497055,0.2065472155809402,0.0,0.0,0.0,1 july 2017
