,answer1,answer2,label,sas,f1,bertvanilla,berttrained,bi_encoder,bleu,rouge_L,meteor
124,Hermes,Agenor,0.0,0.0093273781239986,0.0,0.259764164686203,0.1992258578538894,0.2392541617155075,0.0,0.0,0.0
125,Lucas Jade Zumann,Jonathan Crombie,0.0,0.0096753193065524,0.0,0.2465611547231674,0.2388597279787063,0.2507077753543854,0.0,0.0,0.0
126,Lucas Jade Zumann,James,0.0,0.0099856350570917,0.0,0.3011585474014282,0.0736820846796035,0.0412618182599544,0.0,0.0,0.0
127,Lucas Jade Zumann,Miranda de Pencier,0.0,0.0102098835632205,0.0,0.2317399382591248,0.0894760116934776,0.0513850972056388,0.0,0.0,0.0
128,Amos 'n Andy,good times,0.0,0.0118182366713881,0.0,0.2724575400352478,0.08346838504076,0.0737345889210701,0.0,0.0,0.0
129,Amos 'n Andy,Generations,0.0,0.0094666508957743,0.0,0.2970133125782013,0.0690807625651359,0.0203043855726718,0.0,0.0,0.0
130,Amos 'n Andy,Harris and Company,0.0,0.0096008423715829,0.0,0.3393171727657318,0.155862420797348,0.1411714702844619,0.0,0.0,0.0
131,Amos 'n Andy,The Jeffersons,0.0,0.0232064183801412,0.0,0.3397524058818817,0.1797133088111877,0.1517457515001297,0.0,0.0,0.0
132,Amos 'n Andy,the cosby show,0.0,0.0108109451830387,0.0,0.2971936166286468,0.1421928256750106,0.1259466856718063,0.0,0.0,0.0
133,Amos 'n Andy,ABC,0.0,0.0097076427191495,0.0,0.2890132963657379,0.3243178427219391,0.3375898003578186,0.0,0.0,0.0
134,Amos 'n Andy,The Partridge Family,0.0,0.010281796567142,0.0,0.3220187425613403,0.2115179598331451,0.2069700360298156,0.0,0.0,0.0
135,1969,as early as 1849,0.0,0.0490641072392463,0.0,0.4122219681739807,0.2242397665977478,0.2406163364648819,0.0,0.0,0.0
136,1969,since the 1990s,1.0,0.0597120858728885,0.0,0.4548907279968262,0.2540600299835205,0.2784070968627929,0.0,0.0,0.0
137,1969,the 1980s,1.0,0.0761046633124351,0.0,0.5198197364807129,0.2723114490509033,0.297392874956131,0.0,0.0,0.0
138,1969,"january 1, 1983",1.0,0.0111565580591559,0.0,0.4889447689056397,0.2135736495256424,0.2241599559783935,0.0,0.0,0.0
139,1969,1960s,1.0,0.2394518107175827,0.0,0.6341707706451416,0.6002736687660217,0.6338979005813599,0.0,0.0,0.0
140,1969,1979,1.0,0.109500728547573,0.0,0.7762218713760376,0.4429110288619995,0.4793057441711426,0.0,0.0,0.0
141,5th century,c. 400 BCE,0.0,0.0198221001774072,0.0,0.3613469600677489,0.2600633203983307,0.2661259770393372,0.0,0.0,0.0
142,5th century,132 bce,0.0,0.0097593013197183,0.0,0.3382033109664917,0.0240621771663427,-0.004406064748764,0.0,0.0,0.0
143,5th century,the second century CE,0.0,0.2099007964134217,0.4,0.6525456309318542,0.3703200817108154,0.3368161916732788,0.0,0.3333333333333333,0.13157894736842105
144,5th century,by the 5th century,2.0,0.9085885882377625,0.8,0.815829873085022,0.9251332879066468,0.9227745532989502,0.0,0.6666666666666666,0.4934210526315789
145,1814,francis scott key,1.0,0.0093813575804233,0.0,0.3031629621982574,0.1402716785669326,0.1468397378921508,0.0,0.0,0.0
146,1814,1931,1.0,0.0230068955570459,0.0,0.5270940065383911,0.2935816645622253,0.3392616510391235,0.0,0.0,0.0
147,1814,rabindranath tagore,1.0,0.0101290009915828,0.0,0.2343600690364837,0.0073144822381436,-0.0471234507858753,0.0,0.0,0.0
148,six,seven,0.0,0.2170710861682892,0.0,0.8303419351577759,0.5339146852493286,0.6016939878463745,0.0,0.0,0.0
149,"July 26, 2016",2018,0.0,0.0118619427084922,0.0,0.5122442841529846,0.2726355791091919,0.2541090250015259,0.0,0.0,0.0
150,"July 26, 2016","April 21, 2018",0.0,0.0370544455945491,0.0,0.8164783120155334,0.3032848536968231,0.2851207256317139,0.0,0.0,0.125
151,"July 26, 2016","september 19, 2016",0.0,0.2841430306434631,0.3333333333333333,0.8691800832748413,0.4418668746948242,0.4220830202102661,0.0,0.3333333333333333,0.46875
152,"July 26, 2016","February 18, 2013",0.0,0.0184184238314628,0.0,0.7831014394760132,0.237669438123703,0.221150517463684,0.0,0.0,0.125
153,"July 26, 2016","June 23, 2018",0.0,0.0537612363696098,0.0,0.8253598809242249,0.2820444703102112,0.2473922073841095,0.0,0.0,0.125
154,controlling interest,89.5%,0.0,0.2524981200695038,0.0,0.2668875753879547,0.1308523863554,0.1134397983551025,0.0,0.0,0.0
155,controlling interest,$ 32. 5 million,0.0,0.0822983831167221,0.0,0.2610607147216797,0.0539862290024757,-0.0476155653595924,0.0,0.0,0.0
156,controlling interest,0,0.0,0.0385574214160442,0.0,0.2918818891048431,0.1471628546714782,0.1342450231313705,0.0,0.0,0.0
157,controlling interest,100,0.0,0.0222230553627014,0.0,0.3057566583156585,0.143621489405632,0.1628949642181396,0.0,0.0,0.0
158,controlling interest,a minority stake,0.0,0.3055327832698822,0.0,0.4566153287887573,0.342921108007431,0.3611345291137695,0.0,0.0,0.17241379310344826
159,controlling interest,largely owned,2.0,0.4498379528522492,0.0,0.3999667167663574,0.2165407985448837,0.226507619023323,0.0,0.0,0.0
160,East England,english folklore,0.0,0.2436643093824386,0.0,0.3972328305244446,0.4813896715641022,0.5439246892929077,0.0,0.0,0.0
161,East England,irish immigrants,0.0,0.0093194060027599,0.0,0.2717269361019134,0.1923521161079406,0.2083062529563904,0.0,0.0,0.0
162,East England,Reverend John Russell,0.0,0.0095522738993167,0.0,0.227326363325119,0.1477549076080322,0.144226923584938,0.0,0.0,0.0
163,East England,irish legend of stingy jack,2.0,0.0091818869113922,0.0,0.2632782161235809,0.1161056458950042,0.085284411907196,0.0,0.0,0.0
164,East England,Stingy Jack,2.0,0.0094363158568739,0.0,0.2415320575237274,0.1134722158312797,0.1286551058292389,0.0,0.0,0.0
165,East England,Irish legend,2.0,0.0094016501680016,0.0,0.2869452238082886,0.0782291814684867,0.0929202288389206,0.0,0.0,0.0
166,East England,Ireland,2.0,0.0119357155635952,0.0,0.4570866823196411,0.1165699958801269,0.1567592471837997,0.0,0.0,0.0
167,Leto,Joywave,0.0,0.009481600485742,0.0,0.2138726562261581,0.3036181330680847,0.3403375744819641,0.0,0.0,0.0
168,Leto,jared leto,2.0,0.7776824831962585,0.6666666666666666,0.7556718587875366,0.2504189908504486,0.2973644733428955,0.0,0.6666666666666666,0.2631578947368421
169,Toby Damon,jack pearson,0.0,0.0103043364360928,0.0,0.3017334938049316,0.1718487292528152,0.1828459054231644,0.0,0.0,0.0
170,Toby Damon,Chris Sullivan,0.0,0.0107729248702526,0.0,0.269736111164093,0.1404591500759124,0.1447993665933609,0.0,0.0,0.0
171,Toby Damon,Kevin,0.0,0.0103791020810604,0.0,0.3513045310974121,0.235689640045166,0.2705264687538147,0.0,0.0,0.0
172,Toby Damon,Casey Hooper,0.0,0.0096573382616043,0.0,0.3624478578567505,0.0761428102850914,0.0593326799571514,0.0,0.0,0.0
173,Toby Damon,Kevin Pearson,0.0,0.0100227827206254,0.0,0.3002500832080841,0.1727440655231475,0.1856604516506195,0.0,0.0,0.0
174,Toby Damon,bradley whitford,0.0,0.0098085990175604,0.0,0.2393089383840561,0.2158861607313156,0.2157098650932312,0.0,0.0,0.0
175,"Five Keys, New Mexico",Georgia,0.0,0.009990444406867,0.0,0.3233449459075928,0.1903726309537887,0.2045885920524596,0.0,0.0,0.0
176,"Five Keys, New Mexico",the United Kingdom,0.0,0.0096161169931292,0.0,0.3594621419906616,0.103298932313919,0.0638019144535064,0.0,0.0,0.0
177,Rose McIver,Stanley Tucci,0.0,0.0098904957994818,0.0,0.2249077409505844,0.2228105515241623,0.2259743958711624,0.0,0.0,0.0
178,engraving,drypoint,0.0,0.0093614384531974,0.0,0.3189375102519989,0.1882365643978119,0.2077434509992599,0.0,0.0,0.0
179,engraving,Intaglio,0.0,0.0101732211187481,0.0,0.2493615448474884,0.2902412116527557,0.3185857534408569,0.0,0.0,0.0
180,engraving,gravure,0.0,0.0148833589628338,0.0,0.2738476693630218,0.7029617428779602,0.7499352693557739,0.0,0.0,0.0
181,engraving,aquatint,0.0,0.0092689506709575,0.0,0.3094848990440369,0.1810894161462783,0.1854679584503173,0.0,0.0,0.0
182,engraving,engraved,2.0,0.9602399468421936,0.0,0.6772261261940002,0.7697613835334778,0.7772928476333618,0.0,0.0,0.5
183,"January 2, 2016",2017,0.0,0.08533626049757,0.0,0.5434009432792664,0.35222327709198,0.3484863340854645,0.0,0.0,0.0
184,"January 2, 2016",2018,0.0,0.0133496634662151,0.0,0.5197200179100037,0.3004437983036041,0.2969460487365723,0.0,0.0,0.0
185,"January 2, 2016",2012,1.0,0.0150041952729225,0.0,0.5457084178924559,0.2561696469783783,0.2869047224521637,0.0,0.0,0.0
186,"January 2, 2016",2016,1.0,0.4963010847568512,0.5,0.6335198879241943,0.512850284576416,0.4732469022274017,0.0,0.5,0.3846153846153847
187,Marlow in Buckinghamshire,"Vancouver, British Columbia",0.0,0.0097245257347822,0.0,0.2945683598518372,0.2764060199260711,0.2709456384181976,0.0,0.0,0.0
188,Marlow in Buckinghamshire,bray studios,2.0,0.0094238445162773,0.0,0.27871373295784,0.2309719324111938,0.230004608631134,0.0,0.0,0.0
