,0
212,0.6390441060066223
213,0.6732994318008423
214,0.4610915184020996
215,0.32337167859077454
216,0.8926267027854919
217,0.44589391350746155
218,0.32481878995895386
219,0.23769809305667877
220,0.4769469201564789
221,0.4004042446613312
222,0.32790884375572205
223,0.49009066820144653
224,0.26100245118141174
225,0.3177978992462158
226,0.36185380816459656
227,0.23531243205070496
228,0.17951413989067078
229,0.4028676748275757
230,0.6356683969497681
231,0.5663118362426758
232,0.27046072483062744
233,0.4265112280845642
234,0.3649197220802307
235,0.1652500480413437
236,0.35023653507232666
237,0.25513890385627747
238,0.42038142681121826
239,0.21554739773273468
240,0.3227160573005676
241,0.37336501479148865
242,0.6561650633811951
243,0.3819495737552643
244,0.5950499773025513
245,0.41113388538360596
246,0.1728948950767517
247,0.41786327958106995
248,0.2634963095188141
249,0.5935811400413513
250,0.26859617233276367
251,0.21218064427375793
252,0.258331298828125
253,0.23970066010951996
254,0.4490406811237335
255,0.6418954133987427
256,0.300851047039032
257,0.6019493341445923
258,0.23614174127578735
259,0.29538068175315857
260,0.7743459939956665
261,0.3133508563041687
262,0.5130597352981567
263,0.6033174991607666
264,0.3637118637561798
265,0.29024845361709595
266,0.5612165927886963
267,0.31205326318740845
268,0.28725531697273254
269,0.569702684879303
270,0.7331550121307373
271,0.30766600370407104
272,0.3146001398563385
273,0.3476245701313019
274,0.6820894479751587
275,0.2716008424758911
276,0.35791611671447754
277,0.5517295002937317
278,0.16086222231388092
279,0.28709515929222107
280,0.3684944212436676
281,0.26326262950897217
282,0.37305891513824463
283,0.250649631023407
284,0.3817557394504547
285,0.26179373264312744
286,0.35817331075668335
287,0.2565344274044037
288,0.2279128134250641
289,0.2577016055583954
290,0.2962947487831116
291,0.217101588845253
292,0.2322496771812439
293,0.1948540210723877
294,0.1917872130870819
295,0.1301186978816986
296,0.7579591870307922
297,0.19988061487674713
298,0.32860061526298523
299,0.16538006067276
300,0.17615096271038055
301,0.2052203118801117
302,0.1603333204984665
303,0.162966787815094
304,0.14028941094875336
305,0.20480725169181824
306,0.316439151763916
307,0.3806551694869995
308,0.24763807654380798
309,0.3596936762332916
310,0.3268069922924042
311,0.15227194130420685
312,0.3339700698852539
313,0.2686091363430023
314,0.6973785758018494
315,0.3127778470516205
316,0.19807693362236023
317,0.24395844340324402
318,0.3414219617843628
319,0.5801129341125488
320,0.17317171394824982
321,0.35369688272476196
322,0.9032321572303772
323,0.7288073301315308
324,0.5524874925613403
325,0.2751752734184265
326,0.33077195286750793
327,0.25917935371398926
328,0.5590422749519348
329,0.26286423206329346
330,0.28658974170684814
331,0.3255225718021393
332,0.2351856231689453
333,0.23026585578918457
334,0.5102037191390991
335,0.26861488819122314
336,0.15918374061584473
337,0.28462910652160645
338,0.3721301853656769
339,0.5651040077209473
340,0.30940350890159607
341,0.23781898617744446
342,0.15852367877960205
343,0.30689847469329834
344,0.27046504616737366
345,0.2900999188423157
346,0.1813090294599533
347,0.3083431124687195
348,0.21758468449115753
349,0.2923682630062103
350,0.4477747082710266
351,0.5599129796028137
352,0.23881736397743225
353,0.18783563375473022
354,0.38409507274627686
355,0.39335131645202637
356,0.25107330083847046
357,0.48680946230888367
358,0.2958279252052307
359,0.27397945523262024
360,0.8428652286529541
361,0.2627725303173065
362,0.2810380458831787
363,0.2685355842113495
364,0.18825405836105347
365,0.28496435284614563
366,0.18423186242580414
367,0.26809579133987427
368,0.24074214696884155
369,0.24951568245887756
370,0.18075788021087646
371,0.2968837320804596
372,0.4513944685459137
373,0.30632391571998596
374,0.2511713206768036
375,0.4928048253059387
376,0.3759991228580475
377,0.32506847381591797
378,0.16873538494110107
379,0.2415066361427307
380,0.2980140745639801
381,0.5866196751594543
382,0.10288181155920029
383,0.4121144115924835
384,0.41779711842536926
385,0.2840040624141693
386,0.22292667627334595
387,0.6595407724380493
388,0.33781862258911133
389,0.5747138857841492
390,0.22990545630455017
391,0.2643592357635498
392,0.26924431324005127
393,0.19396983087062836
394,0.3081827759742737
395,0.31920284032821655
396,0.1966196596622467
397,0.3103233575820923
398,0.35022422671318054
399,0.2526063323020935
